Unnamed: 0_x,Entity,Year,Terrorist attacks,Oil Reserves (Barrels),Percentage of World Reserves,Country,Government Integrity,Judicial Effectiveness,Trade Freedom,Property Rights,Unnamed: 0_y,Lockheed Martin (Billion USD),General Dynamics (Billion USD)
595,Colombia,2001,207,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,7,24.0,12.0
596,Colombia,2002,150,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,8,26.5,13.7
597,Colombia,2003,98,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,9,31.8,16.4
598,Colombia,2004,37,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,10,35.5,19.2
599,Colombia,2005,42,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,11,37.7,21.0
600,Colombia,2006,43,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,12,39.6,24.1
601,Colombia,2007,30,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,13,41.9,27.2
602,Colombia,2008,133,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,14,42.7,29.3
603,Colombia,2009,138,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,15,45.2,32.0
604,Colombia,2010,136,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,16,45.7,32.5
605,Colombia,2011,94,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,17,46.5,32.7
606,Colombia,2012,115,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,18,47.2,31.5
607,Colombia,2013,149,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,19,45.3,30.9
608,Colombia,2014,231,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,20,45.6,30.8
609,Colombia,2015,136,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,21,46.1,31.8
610,Colombia,2016,110,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,22,47.2,30.6
611,Colombia,2017,119,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,23,50.0,31.0
612,Colombia,2018,206,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,24,53.8,36.2
613,Colombia,2019,230,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,25,59.8,39.3
614,Colombia,2020,171,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,26,65.4,38.0
615,Colombia,2021,76,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0,27,67.1,38.5
616,Croatia,1994,4,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,0,22.9,3.2
617,Croatia,1995,1,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,1,22.8,3.1
618,Croatia,1996,3,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,2,26.8,3.1
619,Croatia,1997,8,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,3,28.0,3.6
620,Croatia,1998,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,4,26.0,7.4
621,Croatia,1999,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,5,25.0,8.9
622,Croatia,2000,2,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,6,24.5,10.4
623,Croatia,2001,3,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,7,24.0,12.0
624,Croatia,2002,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,8,26.5,13.7
625,Croatia,2003,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,9,31.8,16.4
626,Croatia,2004,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,10,35.5,19.2
627,Croatia,2005,1,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,11,37.7,21.0
628,Croatia,2006,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,12,39.6,24.1
629,Croatia,2007,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,13,41.9,27.2
630,Croatia,2008,2,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,14,42.7,29.3
631,Croatia,2009,1,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,15,45.2,32.0
632,Croatia,2010,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,16,45.7,32.5
633,Croatia,2011,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,17,46.5,32.7
634,Croatia,2012,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,18,47.2,31.5
635,Croatia,2013,2,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,19,45.3,30.9
636,Croatia,2014,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,20,45.6,30.8
637,Croatia,2015,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,21,46.1,31.8
638,Croatia,2016,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,22,47.2,30.6
639,Croatia,2017,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,23,50.0,31.0
640,Croatia,2018,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,24,53.8,36.2
641,Croatia,2019,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,25,59.8,39.3
642,Croatia,2020,1,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,26,65.4,38.0
643,Croatia,2021,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8,27,67.1,38.5
644,Cuba,1994,9,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,0,22.9,3.2
645,Cuba,1995,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,1,22.8,3.1
646,Cuba,1996,1,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,2,26.8,3.1
647,Cuba,1997,14,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,3,28.0,3.6
648,Cuba,1998,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,4,26.0,7.4
649,Cuba,1999,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,5,25.0,8.9
650,Cuba,2000,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,6,24.5,10.4
651,Cuba,2001,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,7,24.0,12.0
652,Cuba,2002,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,8,26.5,13.7
653,Cuba,2003,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,9,31.8,16.4
654,Cuba,2004,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,10,35.5,19.2
655,Cuba,2005,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,11,37.7,21.0
656,Cuba,2006,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,12,39.6,24.1
657,Cuba,2007,1,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,13,41.9,27.2
658,Cuba,2008,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,14,42.7,29.3
659,Cuba,2009,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,15,45.2,32.0
660,Cuba,2010,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,16,45.7,32.5
661,Cuba,2011,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,17,46.5,32.7
662,Cuba,2012,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,18,47.2,31.5
663,Cuba,2013,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,19,45.3,30.9
664,Cuba,2014,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,20,45.6,30.8
665,Cuba,2015,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,21,46.1,31.8
666,Cuba,2016,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,22,47.2,30.6
667,Cuba,2017,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,23,50.0,31.0
668,Cuba,2018,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,24,53.8,36.2
669,Cuba,2019,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,25,59.8,39.3
670,Cuba,2020,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,26,65.4,38.0
671,Cuba,2021,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1,27,67.1,38.5
672,Democratic Republic of Congo,1994,0,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,0,22.9,3.2
673,Democratic Republic of Congo,1995,0,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,1,22.8,3.1
674,Democratic Republic of Congo,1996,0,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,2,26.8,3.1
675,Democratic Republic of Congo,1997,1,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,3,28.0,3.6
676,Democratic Republic of Congo,1998,4,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,4,26.0,7.4
677,Democratic Republic of Congo,1999,3,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,5,25.0,8.9
678,Democratic Republic of Congo,2000,3,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,6,24.5,10.4
679,Democratic Republic of Congo,2001,5,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,7,24.0,12.0
680,Democratic Republic of Congo,2002,7,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,8,26.5,13.7
681,Democratic Republic of Congo,2003,6,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,9,31.8,16.4
682,Democratic Republic of Congo,2004,5,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,10,35.5,19.2
683,Democratic Republic of Congo,2005,5,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,11,37.7,21.0
684,Democratic Republic of Congo,2006,5,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,12,39.6,24.1
685,Democratic Republic of Congo,2007,11,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,13,41.9,27.2
686,Democratic Republic of Congo,2008,20,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,14,42.7,29.3
687,Democratic Republic of Congo,2009,54,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,15,45.2,32.0
688,Democratic Republic of Congo,2010,18,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,16,45.7,32.5
689,Democratic Republic of Congo,2011,16,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,17,46.5,32.7
690,Democratic Republic of Congo,2012,25,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,18,47.2,31.5
691,Democratic Republic of Congo,2013,22,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,19,45.3,30.9
692,Democratic Republic of Congo,2014,110,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,20,45.6,30.8
693,Democratic Republic of Congo,2015,143,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,21,46.1,31.8
694,Democratic Republic of Congo,2016,169,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,22,47.2,30.6
695,Democratic Republic of Congo,2017,143,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,23,50.0,31.0
696,Democratic Republic of Congo,2018,163,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,24,53.8,36.2
697,Democratic Republic of Congo,2019,250,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,25,59.8,39.3
698,Democratic Republic of Congo,2020,310,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,26,65.4,38.0
699,Democratic Republic of Congo,2021,142,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1,27,67.1,38.5
700,Denmark,1994,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,0,22.9,3.2
701,Denmark,1995,6,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,1,22.8,3.1
702,Denmark,1996,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,2,26.8,3.1
703,Denmark,1997,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,3,28.0,3.6
704,Denmark,1998,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,4,26.0,7.4
705,Denmark,1999,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,5,25.0,8.9
706,Denmark,2000,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,6,24.5,10.4
707,Denmark,2001,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,7,24.0,12.0
708,Denmark,2002,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,8,26.5,13.7
709,Denmark,2003,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,9,31.8,16.4
710,Denmark,2004,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,10,35.5,19.2
711,Denmark,2005,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,11,37.7,21.0
712,Denmark,2006,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,12,39.6,24.1
713,Denmark,2007,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,13,41.9,27.2
714,Denmark,2008,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,14,42.7,29.3
715,Denmark,2009,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,15,45.2,32.0
716,Denmark,2010,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,16,45.7,32.5
717,Denmark,2011,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,17,46.5,32.7
718,Denmark,2012,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,18,47.2,31.5
719,Denmark,2013,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,19,45.3,30.9
720,Denmark,2014,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,20,45.6,30.8
721,Denmark,2015,5,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,21,46.1,31.8
722,Denmark,2016,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,22,47.2,30.6
723,Denmark,2017,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,23,50.0,31.0
724,Denmark,2018,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,24,53.8,36.2
725,Denmark,2019,2,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,25,59.8,39.3
726,Denmark,2020,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,26,65.4,38.0
727,Denmark,2021,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6,27,67.1,38.5
728,Ecuador,1994,6,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,0,22.9,3.2
729,Ecuador,1995,6,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,1,22.8,3.1
730,Ecuador,1996,5,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,2,26.8,3.1
731,Ecuador,1997,4,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,3,28.0,3.6
732,Ecuador,1998,3,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,4,26.0,7.4
733,Ecuador,1999,2,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,5,25.0,8.9
734,Ecuador,2000,4,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,6,24.5,10.4
735,Ecuador,2001,5,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,7,24.0,12.0
736,Ecuador,2002,2,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,8,26.5,13.7
737,Ecuador,2003,4,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,9,31.8,16.4
738,Ecuador,2004,2,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,10,35.5,19.2
739,Ecuador,2005,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,11,37.7,21.0
740,Ecuador,2006,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,12,39.6,24.1
741,Ecuador,2007,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,13,41.9,27.2
742,Ecuador,2008,2,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,14,42.7,29.3
743,Ecuador,2009,3,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,15,45.2,32.0
744,Ecuador,2010,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,16,45.7,32.5
745,Ecuador,2011,1,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,17,46.5,32.7
746,Ecuador,2012,1,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,18,47.2,31.5
747,Ecuador,2013,2,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,19,45.3,30.9
748,Ecuador,2014,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,20,45.6,30.8
749,Ecuador,2015,1,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,21,46.1,31.8
750,Ecuador,2016,6,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,22,47.2,30.6
751,Ecuador,2017,3,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,23,50.0,31.0
752,Ecuador,2018,11,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,24,53.8,36.2
753,Ecuador,2019,3,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,25,59.8,39.3
754,Ecuador,2020,5,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,26,65.4,38.0
755,Ecuador,2021,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9,27,67.1,38.5
756,Egypt,1994,143,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,0,22.9,3.2
757,Egypt,1995,102,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,1,22.8,3.1
758,Egypt,1996,51,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,2,26.8,3.1
759,Egypt,1997,22,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,3,28.0,3.6
760,Egypt,1998,3,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,4,26.0,7.4
761,Egypt,1999,1,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,5,25.0,8.9
762,Egypt,2000,0,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,6,24.5,10.4
763,Egypt,2001,0,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,7,24.0,12.0
764,Egypt,2002,0,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,8,26.5,13.7
765,Egypt,2003,0,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,9,31.8,16.4
766,Egypt,2004,3,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,10,35.5,19.2
767,Egypt,2005,2,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,11,37.7,21.0
768,Egypt,2006,5,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,12,39.6,24.1
769,Egypt,2007,0,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,13,41.9,27.2
770,Egypt,2008,1,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,14,42.7,29.3
771,Egypt,2009,2,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,15,45.2,32.0
772,Egypt,2010,2,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,16,45.7,32.5
773,Egypt,2011,18,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,17,46.5,32.7
774,Egypt,2012,49,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,18,47.2,31.5
775,Egypt,2013,321,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,19,45.3,30.9
776,Egypt,2014,354,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,20,45.6,30.8
777,Egypt,2015,647,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,21,46.1,31.8
778,Egypt,2016,376,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,22,47.2,30.6
779,Egypt,2017,225,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,23,50.0,31.0
780,Egypt,2018,54,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,24,53.8,36.2
781,Egypt,2019,63,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,25,59.8,39.3
782,Egypt,2020,57,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,26,65.4,38.0
783,Egypt,2021,11,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0,27,67.1,38.5
784,Equatorial Guinea,1994,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,0,22.9,3.2
785,Equatorial Guinea,1995,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,1,22.8,3.1
786,Equatorial Guinea,1996,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,2,26.8,3.1
787,Equatorial Guinea,1997,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,3,28.0,3.6
788,Equatorial Guinea,1998,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,4,26.0,7.4
789,Equatorial Guinea,1999,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,5,25.0,8.9
790,Equatorial Guinea,2000,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,6,24.5,10.4
791,Equatorial Guinea,2001,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,7,24.0,12.0
792,Equatorial Guinea,2002,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,8,26.5,13.7
793,Equatorial Guinea,2003,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,9,31.8,16.4
794,Equatorial Guinea,2004,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,10,35.5,19.2
795,Equatorial Guinea,2005,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,11,37.7,21.0
796,Equatorial Guinea,2006,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,12,39.6,24.1
797,Equatorial Guinea,2007,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,13,41.9,27.2
798,Equatorial Guinea,2008,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,14,42.7,29.3
799,Equatorial Guinea,2009,1,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,15,45.2,32.0
800,Equatorial Guinea,2010,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,16,45.7,32.5
801,Equatorial Guinea,2011,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,17,46.5,32.7
802,Equatorial Guinea,2012,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,18,47.2,31.5
803,Equatorial Guinea,2013,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,19,45.3,30.9
804,Equatorial Guinea,2014,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,20,45.6,30.8
805,Equatorial Guinea,2015,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,21,46.1,31.8
806,Equatorial Guinea,2016,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,22,47.2,30.6
807,Equatorial Guinea,2017,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,23,50.0,31.0
808,Equatorial Guinea,2018,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,24,53.8,36.2
809,Equatorial Guinea,2019,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,25,59.8,39.3
810,Equatorial Guinea,2020,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,26,65.4,38.0
811,Equatorial Guinea,2021,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0,27,67.1,38.5
812,Ethiopia,1994,4,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,0,22.9,3.2
813,Ethiopia,1995,5,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,1,22.8,3.1
814,Ethiopia,1996,7,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,2,26.8,3.1
815,Ethiopia,1997,6,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,3,28.0,3.6
816,Ethiopia,1998,0,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,4,26.0,7.4
817,Ethiopia,1999,2,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,5,25.0,8.9
818,Ethiopia,2000,1,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,6,24.5,10.4
819,Ethiopia,2001,0,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,7,24.0,12.0
820,Ethiopia,2002,3,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,8,26.5,13.7
821,Ethiopia,2003,1,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,9,31.8,16.4
822,Ethiopia,2004,2,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,10,35.5,19.2
823,Ethiopia,2005,5,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,11,37.7,21.0
824,Ethiopia,2006,11,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,12,39.6,24.1
825,Ethiopia,2007,5,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,13,41.9,27.2
826,Ethiopia,2008,8,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,14,42.7,29.3
827,Ethiopia,2009,2,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,15,45.2,32.0
828,Ethiopia,2010,2,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,16,45.7,32.5
829,Ethiopia,2011,3,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,17,46.5,32.7
830,Ethiopia,2012,3,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,18,47.2,31.5
831,Ethiopia,2013,5,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,19,45.3,30.9
832,Ethiopia,2014,2,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,20,45.6,30.8
833,Ethiopia,2015,7,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,21,46.1,31.8
834,Ethiopia,2016,13,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,22,47.2,30.6
835,Ethiopia,2017,28,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,23,50.0,31.0
836,Ethiopia,2018,10,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,24,53.8,36.2
837,Ethiopia,2019,26,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,25,59.8,39.3
838,Ethiopia,2020,53,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,26,65.4,38.0
839,Ethiopia,2021,36,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7,27,67.1,38.5
840,France,1994,97,78431000,0.0048,France,73.7,84.2,79.2,93.1,0,22.9,3.2
841,France,1995,71,78431000,0.0048,France,73.7,84.2,79.2,93.1,1,22.8,3.1
842,France,1996,270,78431000,0.0048,France,73.7,84.2,79.2,93.1,2,26.8,3.1
843,France,1997,130,78431000,0.0048,France,73.7,84.2,79.2,93.1,3,28.0,3.6
844,France,1998,12,78431000,0.0048,France,73.7,84.2,79.2,93.1,4,26.0,7.4
845,France,1999,46,78431000,0.0048,France,73.7,84.2,79.2,93.1,5,25.0,8.9
846,France,2000,28,78431000,0.0048,France,73.7,84.2,79.2,93.1,6,24.5,10.4
847,France,2001,21,78431000,0.0048,France,73.7,84.2,79.2,93.1,7,24.0,12.0
848,France,2002,32,78431000,0.0048,France,73.7,84.2,79.2,93.1,8,26.5,13.7
