,Entity,Year,Terrorist attacks,Oil Reserves (Barrels),Percentage of World Reserves,Country,Government Integrity,Judicial Effectiveness,Trade Freedom,Property Rights
330,Belize,2016,0,6700000,0.0004,Belize,41.4,71.5,55.2,34.1
331,Belize,2017,0,6700000,0.0004,Belize,41.4,71.5,55.2,34.1
332,Belize,2018,0,6700000,0.0004,Belize,41.4,71.5,55.2,34.1
333,Belize,2019,0,6700000,0.0004,Belize,41.4,71.5,55.2,34.1
334,Belize,2020,0,6700000,0.0004,Belize,41.4,71.5,55.2,34.1
335,Belize,2021,0,6700000,0.0004,Belize,41.4,71.5,55.2,34.1
336,Benin,1994,3,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
337,Benin,1995,1,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
338,Benin,1996,2,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
339,Benin,1997,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
340,Benin,1998,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
341,Benin,1999,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
342,Benin,2000,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
343,Benin,2001,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
344,Benin,2002,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
345,Benin,2003,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
346,Benin,2004,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
347,Benin,2005,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
348,Benin,2006,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
349,Benin,2007,1,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
350,Benin,2008,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
351,Benin,2009,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
352,Benin,2010,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
353,Benin,2011,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
354,Benin,2012,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
355,Benin,2013,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
356,Benin,2014,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
357,Benin,2015,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
358,Benin,2016,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
359,Benin,2017,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
360,Benin,2018,0,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
361,Benin,2019,1,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
362,Benin,2020,1,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
363,Benin,2021,1,8000000,0.0005,Benin,41.3,48.5,61.0,44.6
364,Bolivia,1994,8,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
365,Bolivia,1995,2,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
366,Bolivia,1996,1,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
367,Bolivia,1997,4,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
368,Bolivia,1998,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
369,Bolivia,1999,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
370,Bolivia,2000,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
371,Bolivia,2001,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
372,Bolivia,2002,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
373,Bolivia,2003,1,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
374,Bolivia,2004,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
375,Bolivia,2005,1,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
376,Bolivia,2006,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
377,Bolivia,2007,3,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
378,Bolivia,2008,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
379,Bolivia,2009,3,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
380,Bolivia,2010,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
381,Bolivia,2011,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
382,Bolivia,2012,1,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
383,Bolivia,2013,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
384,Bolivia,2014,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
385,Bolivia,2015,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
386,Bolivia,2016,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
387,Bolivia,2017,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
388,Bolivia,2018,2,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
389,Bolivia,2019,1,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
390,Bolivia,2020,9,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
391,Bolivia,2021,0,211450000,0.013,Bolivia,28.2,28.1,60.6,21.3
392,Brazil,1994,19,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
393,Brazil,1995,23,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
394,Brazil,1996,18,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
395,Brazil,1997,39,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
396,Brazil,1998,2,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
397,Brazil,1999,1,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
398,Brazil,2000,2,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
399,Brazil,2001,3,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
400,Brazil,2002,1,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
401,Brazil,2003,1,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
402,Brazil,2004,0,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
403,Brazil,2005,0,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
404,Brazil,2006,3,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
405,Brazil,2007,0,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
406,Brazil,2008,0,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
407,Brazil,2009,0,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
408,Brazil,2010,0,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
409,Brazil,2011,0,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
410,Brazil,2012,1,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
411,Brazil,2013,3,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
412,Brazil,2014,3,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
413,Brazil,2015,5,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
414,Brazil,2016,3,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
415,Brazil,2017,2,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
416,Brazil,2018,12,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
417,Brazil,2019,3,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
418,Brazil,2020,6,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
419,Brazil,2021,4,16184100000,1.0,Brazil,36.9,55.0,66.8,49.1
420,Bulgaria,1994,2,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
421,Bulgaria,1995,2,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
422,Bulgaria,1996,12,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
423,Bulgaria,1997,3,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
424,Bulgaria,1998,2,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
425,Bulgaria,1999,1,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
426,Bulgaria,2000,2,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
427,Bulgaria,2001,1,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
428,Bulgaria,2002,1,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
429,Bulgaria,2003,0,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
430,Bulgaria,2004,0,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
431,Bulgaria,2005,0,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
432,Bulgaria,2006,0,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
433,Bulgaria,2007,0,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
434,Bulgaria,2008,2,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
435,Bulgaria,2009,0,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
436,Bulgaria,2010,0,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
437,Bulgaria,2011,2,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
438,Bulgaria,2012,2,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
439,Bulgaria,2013,3,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
440,Bulgaria,2014,1,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
441,Bulgaria,2015,2,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
442,Bulgaria,2016,1,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
443,Bulgaria,2017,0,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
444,Bulgaria,2018,1,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
445,Bulgaria,2019,0,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
446,Bulgaria,2020,1,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
447,Bulgaria,2021,0,15000000,0.0009,Bulgaria,44.0,57.4,79.2,75.9
448,Cameroon,1994,6,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
449,Cameroon,1995,2,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
450,Cameroon,1996,0,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
451,Cameroon,1997,0,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
452,Cameroon,1998,1,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
453,Cameroon,1999,0,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
454,Cameroon,2000,0,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
455,Cameroon,2001,0,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
456,Cameroon,2002,0,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
457,Cameroon,2003,0,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
458,Cameroon,2004,0,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
459,Cameroon,2005,0,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
460,Cameroon,2006,0,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
461,Cameroon,2007,1,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
462,Cameroon,2008,1,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
463,Cameroon,2009,1,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
464,Cameroon,2010,3,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
465,Cameroon,2011,3,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
466,Cameroon,2012,0,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
467,Cameroon,2013,3,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
468,Cameroon,2014,69,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
469,Cameroon,2015,83,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
470,Cameroon,2016,58,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
471,Cameroon,2017,111,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
472,Cameroon,2018,236,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
473,Cameroon,2019,146,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
474,Cameroon,2020,145,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
475,Cameroon,2021,46,200000000,0.012,Cameroon,40.7,10.4,53.6,38.8
476,Canada,1994,4,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
477,Canada,1995,5,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
478,Canada,1996,1,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
479,Canada,1997,2,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
480,Canada,1998,4,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
481,Canada,1999,2,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
482,Canada,2000,5,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
483,Canada,2001,0,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
484,Canada,2002,0,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
485,Canada,2003,0,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
486,Canada,2004,2,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
487,Canada,2005,0,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
488,Canada,2006,2,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
489,Canada,2007,0,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
490,Canada,2008,5,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
491,Canada,2009,4,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
492,Canada,2010,2,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
493,Canada,2011,0,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
494,Canada,2012,3,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
495,Canada,2013,4,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
496,Canada,2014,3,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
497,Canada,2015,5,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
498,Canada,2016,6,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
499,Canada,2017,16,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
500,Canada,2018,7,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
501,Canada,2019,5,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
502,Canada,2020,14,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
503,Canada,2021,12,170863000000,10.4,Canada,73.1,95.0,83.6,88.6
504,Chad,1994,1,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
505,Chad,1995,3,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
506,Chad,1996,1,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
507,Chad,1997,1,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
508,Chad,1998,1,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
509,Chad,1999,1,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
510,Chad,2000,0,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
511,Chad,2001,0,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
512,Chad,2002,4,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
513,Chad,2003,0,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
514,Chad,2004,0,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
515,Chad,2005,0,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
516,Chad,2006,11,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
517,Chad,2007,7,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
518,Chad,2008,8,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
519,Chad,2009,3,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
520,Chad,2010,1,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
521,Chad,2011,0,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
522,Chad,2012,0,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
523,Chad,2013,0,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
524,Chad,2014,1,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
525,Chad,2015,27,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
526,Chad,2016,5,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
527,Chad,2017,6,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
528,Chad,2018,12,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
529,Chad,2019,14,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
530,Chad,2020,15,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
531,Chad,2021,2,1500000000,0.09,Chad,11.1,14.7,47.2,27.8
532,Chile,1994,15,150000000,0.009,Chile,68.2,87.9,78.0,72.5
533,Chile,1995,17,150000000,0.009,Chile,68.2,87.9,78.0,72.5
534,Chile,1996,8,150000000,0.009,Chile,68.2,87.9,78.0,72.5
535,Chile,1997,6,150000000,0.009,Chile,68.2,87.9,78.0,72.5
536,Chile,1998,1,150000000,0.009,Chile,68.2,87.9,78.0,72.5
537,Chile,1999,3,150000000,0.009,Chile,68.2,87.9,78.0,72.5
538,Chile,2000,2,150000000,0.009,Chile,68.2,87.9,78.0,72.5
539,Chile,2001,3,150000000,0.009,Chile,68.2,87.9,78.0,72.5
540,Chile,2002,1,150000000,0.009,Chile,68.2,87.9,78.0,72.5
541,Chile,2003,2,150000000,0.009,Chile,68.2,87.9,78.0,72.5
542,Chile,2004,0,150000000,0.009,Chile,68.2,87.9,78.0,72.5
543,Chile,2005,0,150000000,0.009,Chile,68.2,87.9,78.0,72.5
544,Chile,2006,1,150000000,0.009,Chile,68.2,87.9,78.0,72.5
545,Chile,2007,8,150000000,0.009,Chile,68.2,87.9,78.0,72.5
546,Chile,2008,4,150000000,0.009,Chile,68.2,87.9,78.0,72.5
547,Chile,2009,8,150000000,0.009,Chile,68.2,87.9,78.0,72.5
548,Chile,2010,5,150000000,0.009,Chile,68.2,87.9,78.0,72.5
549,Chile,2011,6,150000000,0.009,Chile,68.2,87.9,78.0,72.5
550,Chile,2012,2,150000000,0.009,Chile,68.2,87.9,78.0,72.5
551,Chile,2013,5,150000000,0.009,Chile,68.2,87.9,78.0,72.5
552,Chile,2014,17,150000000,0.009,Chile,68.2,87.9,78.0,72.5
553,Chile,2015,1,150000000,0.009,Chile,68.2,87.9,78.0,72.5
554,Chile,2016,19,150000000,0.009,Chile,68.2,87.9,78.0,72.5
555,Chile,2017,17,150000000,0.009,Chile,68.2,87.9,78.0,72.5
556,Chile,2018,47,150000000,0.009,Chile,68.2,87.9,78.0,72.5
557,Chile,2019,27,150000000,0.009,Chile,68.2,87.9,78.0,72.5
558,Chile,2020,54,150000000,0.009,Chile,68.2,87.9,78.0,72.5
559,Chile,2021,45,150000000,0.009,Chile,68.2,87.9,78.0,72.5
560,China,1994,13,25132122000,1.5,China,41.6,39.5,73.6,46.9
561,China,1995,8,25132122000,1.5,China,41.6,39.5,73.6,46.9
562,China,1996,62,25132122000,1.5,China,41.6,39.5,73.6,46.9
563,China,1997,18,25132122000,1.5,China,41.6,39.5,73.6,46.9
564,China,1998,2,25132122000,1.5,China,41.6,39.5,73.6,46.9
565,China,1999,2,25132122000,1.5,China,41.6,39.5,73.6,46.9
566,China,2000,4,25132122000,1.5,China,41.6,39.5,73.6,46.9
567,China,2001,12,25132122000,1.5,China,41.6,39.5,73.6,46.9
568,China,2002,2,25132122000,1.5,China,41.6,39.5,73.6,46.9
569,China,2003,3,25132122000,1.5,China,41.6,39.5,73.6,46.9
570,China,2004,2,25132122000,1.5,China,41.6,39.5,73.6,46.9
571,China,2005,1,25132122000,1.5,China,41.6,39.5,73.6,46.9
572,China,2006,0,25132122000,1.5,China,41.6,39.5,73.6,46.9
573,China,2007,0,25132122000,1.5,China,41.6,39.5,73.6,46.9
574,China,2008,20,25132122000,1.5,China,41.6,39.5,73.6,46.9
575,China,2009,7,25132122000,1.5,China,41.6,39.5,73.6,46.9
576,China,2010,1,25132122000,1.5,China,41.6,39.5,73.6,46.9
577,China,2011,4,25132122000,1.5,China,41.6,39.5,73.6,46.9
578,China,2012,4,25132122000,1.5,China,41.6,39.5,73.6,46.9
579,China,2013,12,25132122000,1.5,China,41.6,39.5,73.6,46.9
580,China,2014,37,25132122000,1.5,China,41.6,39.5,73.6,46.9
581,China,2015,17,25132122000,1.5,China,41.6,39.5,73.6,46.9
582,China,2016,5,25132122000,1.5,China,41.6,39.5,73.6,46.9
583,China,2017,6,25132122000,1.5,China,41.6,39.5,73.6,46.9
584,China,2018,1,25132122000,1.5,China,41.6,39.5,73.6,46.9
585,China,2019,14,25132122000,1.5,China,41.6,39.5,73.6,46.9
586,China,2020,21,25132122000,1.5,China,41.6,39.5,73.6,46.9
587,China,2021,5,25132122000,1.5,China,41.6,39.5,73.6,46.9
588,Colombia,1994,201,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
589,Colombia,1995,123,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
590,Colombia,1996,409,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
591,Colombia,1997,598,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
592,Colombia,1998,94,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
593,Colombia,1999,116,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
594,Colombia,2000,137,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
595,Colombia,2001,207,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
596,Colombia,2002,150,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
597,Colombia,2003,98,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
598,Colombia,2004,37,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
599,Colombia,2005,42,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
600,Colombia,2006,43,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
601,Colombia,2007,30,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
602,Colombia,2008,133,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
603,Colombia,2009,138,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
604,Colombia,2010,136,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
605,Colombia,2011,94,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
606,Colombia,2012,115,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
607,Colombia,2013,149,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
608,Colombia,2014,231,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
609,Colombia,2015,136,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
610,Colombia,2016,110,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
611,Colombia,2017,119,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
612,Colombia,2018,206,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
613,Colombia,2019,230,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
614,Colombia,2020,171,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
615,Colombia,2021,76,2308000000,0.14,Colombia,38.1,58.3,72.6,45.0
616,Croatia,1994,4,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
617,Croatia,1995,1,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
618,Croatia,1996,3,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
619,Croatia,1997,8,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
620,Croatia,1998,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
621,Croatia,1999,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
622,Croatia,2000,2,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
623,Croatia,2001,3,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
624,Croatia,2002,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
625,Croatia,2003,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
626,Croatia,2004,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
627,Croatia,2005,1,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
628,Croatia,2006,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
629,Croatia,2007,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
630,Croatia,2008,2,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
631,Croatia,2009,1,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
632,Croatia,2010,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
633,Croatia,2011,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
634,Croatia,2012,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
635,Croatia,2013,2,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
636,Croatia,2014,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
637,Croatia,2015,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
638,Croatia,2016,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
639,Croatia,2017,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
640,Croatia,2018,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
641,Croatia,2019,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
642,Croatia,2020,1,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
643,Croatia,2021,0,71000000,0.0043,Croatia,51.3,71.0,79.2,79.8
644,Cuba,1994,9,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
645,Cuba,1995,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
646,Cuba,1996,1,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
647,Cuba,1997,14,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
648,Cuba,1998,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
649,Cuba,1999,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
650,Cuba,2000,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
651,Cuba,2001,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
652,Cuba,2002,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
653,Cuba,2003,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
654,Cuba,2004,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
655,Cuba,2005,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
656,Cuba,2006,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
657,Cuba,2007,1,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
658,Cuba,2008,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
659,Cuba,2009,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
660,Cuba,2010,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
661,Cuba,2011,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
662,Cuba,2012,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
663,Cuba,2013,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
664,Cuba,2014,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
665,Cuba,2015,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
666,Cuba,2016,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
667,Cuba,2017,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
